transaction_id,account_id,transaction_date,transaction_type,transaction_amount,account_balance_after_transaction,branch_id,anomaly
389,119,2025-01-13 05:08:00,Purchase,634.68,95534.32,1,False
390,48,2026-04-14 18:12:00,Purchase,1587.21,92461.93,10,False
391,130,2025-05-08 14:48:00,Withdrawal,492.69,60032.95,12,False
392,177,2025-03-14 20:52:00,Purchase,230.21,81404.46,9,False
393,92,2026-02-01 03:50:00,Purchase,969.85,27420.49,4,False
394,184,2026-03-08 20:08:00,Transfer,350.68,87339.17,3,False
395,190,2025-02-07 02:59:00,Deposit,525.84,13386.39,11,False
396,114,2025-04-26 11:28:00,Transfer,395.63,42892.22,9,False
397,181,2026-08-15 10:21:00,Deposit,320.89,38889.18,2,False
398,38,2026-08-28 21:28:00,Withdrawal,171.7,42029.35,12,False
399,184,2025-08-18 20:29:00,Withdrawal,3448.09,84282.58,12,False
400,15,2025-03-05 13:11:00,Purchase,420.62,69368.35,6,False
401,125,2026-07-29 22:43:00,Withdrawal,1032.17,4676.85,4,False
402,157,2025-08-27 16:34:00,Deposit,172.53,83491.71,6,False
403,51,2025-02-26 21:34:00,Deposit,1088.22,12251.13,7,False
404,102,2025-08-14 16:27:00,Withdrawal,1617.76,58210.06,7,True
405,125,2025-05-06 10:48:00,Withdrawal,2359.94,6110.37,8,False
406,159,2026-05-05 12:39:00,Transfer,764.65,26699.36,11,False
407,177,2026-01-07 17:47:00,Deposit,282.62,81181.1,4,False
408,34,2026-04-07 08:04:00,Purchase,2855.27,31375.39,4,False
409,78,2026-04-14 04:50:00,Withdrawal,843.57,10005.67,8,False
410,57,2025-04-21 21:32:00,Deposit,119.58,29769.58,9,False
411,96,2026-04-10 17:26:00,Deposit,2430.89,45463.33,4,False
412,190,2026-01-07 07:30:00,Deposit,549.86,13232.32,9,False
413,95,2025-06-27 05:05:00,Transfer,1077.72,64640.14,10,False
414,81,2025-06-24 21:10:00,Purchase,2603.57,100460.98,12,True
415,80,2025-06-27 13:15:00,Deposit,858.81,4230.69,2,False
416,110,2025-08-18 04:08:00,Withdrawal,3236.04,19421.88,6,False
417,44,2026-05-11 05:19:00,Purchase,1210.22,9913.67,4,False
418,234,2025-01-27 13:57:00,Deposit,489.07,40069.23,6,False
419,204,2026-03-11 15:33:00,Withdrawal,1933.78,63688.8,1,False
420,212,2025-05-16 17:04:00,Purchase,831.84,64477.53,10,False
421,42,2026-01-05 03:02:00,Deposit,310.08,55168.74,1,False
422,48,2026-07-26 08:00:00,Deposit,1039.08,93232.54,10,False
423,175,2025-11-19 21:57:00,Purchase,470.69,26236.68,9,False
424,177,2025-03-15 08:42:00,Withdrawal,215.02,81219.7,10,False
425,187,2025-11-28 23:33:00,Withdrawal,396.61,55591.75,3,False
426,240,2025-09-08 10:47:00,Deposit,1196.02,40541.09,8,False
427,158,2025-11-26 03:43:00,Purchase,2067.43,12684.57,7,False
428,45,2025-10-22 05:48:00,Purchase,2699.56,57257.08,11,False
429,90,2025-09-29 09:56:00,Transfer,1318.07,77693.07,2,False
430,65,2026-04-23 19:22:00,Purchase,207.91,20380.11,6,False
431,20,2025-07-11 12:42:00,Withdrawal,843.53,67615.12,5,False
432,217,2026-05-14 15:46:00,Deposit,705.21,53882.01,9,False
433,19,2025-12-23 09:34:00,Purchase,1782.22,2026.03,7,False
434,134,2025-08-30 05:47:00,Deposit,538.1,4329.69,11,False
435,48,2025-05-26 02:07:00,Purchase,72.72,93904.53,1,False
436,215,2025-01-26 15:37:00,Purchase,98.54,99651.09,9,False
437,30,2025-08-25 08:14:00,Deposit,231.92,72455.05,5,False
438,81,2026-08-18 19:04:00,Withdrawal,761.81,99153.65,2,False
439,145,2026-05-08 22:10:00,Transfer,58.05,75718.26,12,False
440,148,2026-03-01 05:09:00,Withdrawal,181.92,36120.74,4,False
441,205,2026-04-04 03:51:00,Deposit,1237.3,73213.11,4,False
442,172,2025-09-19 13:06:00,Purchase,2380.14,68583.22,12,False
443,56,2025-04-11 03:26:00,Transfer,91.57,27075.95,3,False
444,267,2026-06-11 15:45:00,Purchase,289.74,54022.85,2,False
445,150,2026-03-02 05:12:00,Withdrawal,887.31,40932.36,1,False
446,173,2025-12-21 03:44:00,Transfer,1707.28,93049.35,8,False
447,128,2026-03-18 03:40:00,Deposit,4246.37,77416.86,2,False
448,69,2026-08-02 17:52:00,Withdrawal,1076.39,52339.97,4,False
449,137,2025-12-26 20:06:00,Transfer,1357.93,78535.18,8,False
450,221,2025-09-05 21:48:00,Deposit,449.07,5758.71,1,False
451,123,2025-03-18 19:16:00,Withdrawal,437.69,87252.25,5,False
452,180,2025-08-21 02:08:00,Withdrawal,857.77,30178.26,11,False
453,205,2026-07-29 17:56:00,Purchase,15.63,73559.22,1,False
454,62,2026-07-01 01:52:00,Deposit,1397.39,95569.76,10,False
455,93,2026-02-06 11:32:00,Deposit,504.73,26291.41,2,False
456,51,2025-08-06 21:11:00,Withdrawal,763.31,12873.68,7,False
457,151,2025-12-03 15:45:00,Purchase,128.9,95651.86,8,False
458,266,2026-08-16 12:10:00,Deposit,2162.93,80624.07,11,False
459,160,2025-06-12 04:42:00,Withdrawal,53.2,68085.16,10,False
460,254,2025-09-07 04:28:00,Withdrawal,2220.48,19257.22,3,True
461,113,2025-05-12 19:27:00,Withdrawal,1677.37,22726.66,5,False
462,191,2025-12-27 06:57:00,Purchase,724.24,18626.58,11,False
463,78,2026-07-17 00:24:00,Transfer,27.06,9651.66,9,False
464,222,2026-06-29 02:21:00,Purchase,37.24,62561.75,6,False
465,183,2025-05-03 15:18:00,Deposit,631.56,21628.01,6,False
466,211,2025-11-04 08:47:00,Purchase,4383.48,56198.34,9,False
467,150,2025-02-28 05:33:00,Withdrawal,198.39,40839.72,10,False
468,129,2025-08-01 01:39:00,Purchase,238.23,57241.12,12,False
469,200,2025-10-07 05:05:00,Purchase,699.07,72609.14,9,False
470,227,2026-03-16 02:50:00,Purchase,350.73,21949.63,1,False
471,254,2026-03-03 12:39:00,Deposit,918.3,17886.23,5,False
472,163,2025-10-31 22:21:00,Withdrawal,234.54,44533.95,8,False
473,93,2025-01-09 22:25:00,Withdrawal,153.07,25763.89,2,False
474,149,2025-01-19 01:31:00,Purchase,83.2,34701.66,7,False
475,262,2025-01-30 22:44:00,Withdrawal,172.95,60357.07,6,False
476,198,2025-05-26 00:47:00,Deposit,308.36,11275.99,9,False
477,194,2025-06-28 13:20:00,Withdrawal,2527.02,61489.2,10,False
478,41,2025-08-09 01:24:00,Purchase,462.29,92430.45,2,False
479,74,2025-11-14 10:23:00,Transfer,826.5,16610.94,12,False
480,188,2025-12-16 14:41:00,Transfer,1426.81,4344.48,6,False
481,132,2025-10-25 07:15:00,Withdrawal,33.71,8220.01,8,False
482,72,2026-02-12 13:42:00,Purchase,167.87,28513.73,8,False
483,82,2025-04-06 22:25:00,Transfer,2282.24,55283.83,10,False
484,92,2026-01-01 04:41:00,Deposit,268.69,27080.54,1,False
485,198,2025-04-04 05:58:00,Deposit,826.48,12085.02,8,False
486,234,2026-08-22 22:34:00,Transfer,1167.1,40059.29,7,False
487,54,2025-08-01 11:38:00,Deposit,413.13,76082.28,1,False
488,39,2026-04-02 00:23:00,Deposit,1631.79,80460.48,2,True
489,243,2025-09-16 18:02:00,Purchase,151.27,47793.96,1,False
490,32,2026-03-12 00:10:00,Deposit,367.48,31584.71,11,False
491,84,2025-09-11 03:26:00,Deposit,677.81,82396.62,11,False
492,116,2025-04-21 05:13:00,Transfer,2856.02,44837.05,9,False
493,170,2025-01-14 15:52:00,Withdrawal,446.99,60378.57,3,False
494,177,2026-03-17 16:10:00,Purchase,44.27,81277.94,10,False
495,164,2025-03-18 10:22:00,Transfer,154.47,75273.03,9,False
496,149,2025-02-25 10:22:00,Withdrawal,1909.7,35322.34,6,False
497,97,2026-02-15 11:49:00,Deposit,529.01,46275.54,2,False
498,218,2026-08-02 10:10:00,Withdrawal,985.5,89668.63,5,False
499,47,2025-09-10 09:45:00,Deposit,977.46,15927.53,8,False
500,222,2025-07-30 19:00:00,Withdrawal,1100.02,63114.08,9,False
501,143,2025-04-07 03:33:00,Deposit,798.19,72616.18,8,False
502,85,2025-08-03 04:24:00,Transfer,2598.61,61573.58,5,False
503,137,2026-07-14 14:22:00,Purchase,592.76,78121.89,1,False
504,135,2026-03-17 07:50:00,Purchase,488.82,75530.46,5,False
505,175,2025-02-05 07:34:00,Transfer,344.36,25924.08,11,False
506,179,2025-10-21 11:40:00,Deposit,535.38,54127.86,1,False
507,75,2025-06-05 22:42:00,Deposit,175.27,33207.53,10,False
508,39,2026-08-07 09:54:00,Transfer,711.19,81787.0,1,True
509,121,2025-04-24 19:57:00,Transfer,2153.04,10455.37,8,False
510,21,2025-09-06 06:23:00,Purchase,1559.17,47171.88,7,False
511,112,2025-07-18 10:28:00,Purchase,861.33,74629.86,7,False
512,258,2026-04-04 03:49:00,Transfer,312.67,53647.73,8,False
513,92,2026-08-01 01:47:00,Withdrawal,244.37,26849.86,2,False
514,157,2025-03-15 14:56:00,Transfer,1298.72,82881.66,11,False
515,164,2025-02-12 10:20:00,Withdrawal,48.49,75350.31,10,False
516,243,2026-06-17 04:44:00,Deposit,1055.06,47046.69,7,False
517,186,2025-06-04 20:56:00,Deposit,4701.72,68232.04,5,True
518,8,2025-12-17 03:43:00,Withdrawal,307.52,71670.35,2,False
519,224,2026-08-31 06:48:00,Purchase,1283.42,31301.78,1,False
520,172,2025-02-26 18:13:00,Deposit,271.27,68685.17,7,False
521,158,2025-10-19 19:29:00,Deposit,1440.05,11589.68,1,False
522,163,2025-09-23 16:12:00,Purchase,24.64,44661.71,12,False
523,64,2025-10-22 22:00:00,Transfer,1945.2,60128.68,11,False
524,178,2026-04-02 05:02:00,Deposit,449.01,13825.37,7,False
525,24,2025-03-07 09:05:00,Purchase,229.01,53392.85,6,False
526,91,2025-03-14 08:17:00,Deposit,77.24,45946.22,2,False
527,229,2026-03-30 04:01:00,Deposit,46029.03,81394.83,6,True
528,124,2025-10-18 00:24:00,Deposit,15.19,18542.52,4,False
529,52,2025-06-02 15:46:00,Withdrawal,59.62,26932.67,9,False
530,265,2026-01-30 13:56:00,Deposit,753.29,76810.24,5,False
531,156,2026-04-23 05:41:00,Transfer,27.82,69542.85,7,False
532,8,2026-03-31 07:11:00,Withdrawal,3289.8,72516.81,11,True
533,240,2026-06-16 20:03:00,Deposit,425.32,41212.47,8,False
534,260,2025-10-27 15:18:00,Withdrawal,394.9,14543.33,7,False
535,232,2025-03-13 16:41:00,Purchase,199.35,73063.28,7,False
536,83,2025-02-06 12:17:00,Deposit,1749.92,45530.96,9,False
537,40,2025-04-20 12:04:00,Transfer,320.75,75334.83,10,False
538,269,2025-06-26 05:41:00,Transfer,544.81,17127.9,9,False
539,54,2026-07-16 11:19:00,Withdrawal,695.12,75449.5,10,False
540,71,2026-08-01 11:15:00,Deposit,264.6,13641.31,9,False
541,47,2025-01-27 08:54:00,Withdrawal,242.41,16700.78,8,False
542,147,2025-09-10 16:53:00,Deposit,831.94,53790.13,8,False
543,161,2025-07-25 13:43:00,Deposit,95.22,26912.54,12,False
544,33,2025-06-16 11:36:00,Deposit,1367.02,70074.13,11,False
545,29,2025-03-10 22:56:00,Deposit,960.23,58132.91,7,False
546,260,2026-06-15 17:11:00,Purchase,2500.69,15105.12,1,False
547,146,2026-07-29 03:01:00,Deposit,301.95,65836.26,7,False
548,244,2025-01-22 19:47:00,Deposit,33.22,9354.19,3,False
549,4,2025-04-26 17:10:00,Purchase,162.55,14357.93,8,False
550,96,2025-01-20 11:24:00,Deposit,1527.33,48075.08,5,False
551,2,2025-12-29 20:50:00,Deposit,1753.24,66863.77,8,False
552,254,2026-03-19 01:43:00,Withdrawal,632.13,18248.09,5,False
553,203,2026-04-10 10:14:00,Transfer,124.22,40935.2,4,False
554,102,2025-11-21 18:54:00,Transfer,987.21,59658.68,1,False
555,86,2026-07-14 22:07:00,Withdrawal,35.12,97207.76,9,False
556,20,2025-07-19 18:34:00,Deposit,1086.66,69340.97,2,True
557,114,2025-09-11 12:55:00,Withdrawal,393.92,43503.46,2,False
558,183,2026-08-12 19:05:00,Deposit,415.77,21651.23,2,False
559,51,2026-06-19 02:23:00,Purchase,448.74,12946.01,10,False
560,154,2026-04-12 00:24:00,Transfer,20.67,26552.93,7,False
561,124,2025-08-20 11:37:00,Purchase,1399.57,17539.46,7,False
562,10,2026-01-26 11:27:00,Withdrawal,217.61,92925.43,8,False
563,25,2025-01-21 00:39:00,Withdrawal,312.61,47335.59,3,False
564,229,2025-01-12 05:44:00,Deposit,1677.91,46717.85,11,False
565,108,2025-04-12 12:41:00,Purchase,1408.59,25913.05,9,False
566,225,2025-04-29 06:53:00,Withdrawal,4432.47,79111.44,2,True
567,178,2026-07-14 18:04:00,Purchase,563.82,13844.4,6,False
568,39,2025-09-28 02:37:00,Transfer,330.88,81935.45,3,False
569,199,2025-01-12 01:50:00,Withdrawal,1684.96,53173.38,8,False
570,191,2025-08-18 22:50:00,Purchase,249.14,18995.83,9,False
571,142,2025-10-30 02:36:00,Withdrawal,718.9,19270.38,9,False
572,262,2025-06-02 12:29:00,Deposit,738.64,59789.52,3,False
573,234,2026-08-08 08:22:00,Deposit,689.29,40022.38,9,False
574,115,2026-01-31 03:53:00,Transfer,397.08,47351.21,9,False
575,183,2025-08-04 21:47:00,Deposit,129.43,21843.39,11,False
576,144,2026-05-13 10:31:00,Purchase,2716.02,97672.48,11,False
577,154,2025-03-15 15:42:00,Purchase,133.45,26669.55,6,False
578,241,2025-02-03 11:45:00,Purchase,1932.1,80876.48,1,False
579,53,2025-04-07 02:54:00,Withdrawal,170.86,32737.41,10,False
580,21,2025-12-15 16:40:00,Withdrawal,44.81,46162.39,10,False
581,153,2026-01-31 14:16:00,Deposit,405.77,29340.92,12,False
582,211,2025-05-15 14:46:00,Transfer,662.96,53516.37,8,False
583,175,2025-03-21 21:52:00,Deposit,2441.45,24539.84,5,False
584,167,2026-01-30 03:48:00,Purchase,1562.47,32397.45,11,False
585,66,2025-11-11 06:17:00,Transfer,1095.73,69044.85,12,False
586,223,2025-09-12 18:13:00,Transfer,3148.9,20083.31,12,False
587,133,2025-01-20 10:06:00,Deposit,65.23,29291.42,11,False
588,60,2026-01-15 02:49:00,Deposit,692.02,85798.45,5,True
589,116,2025-02-10 05:35:00,Deposit,320.88,45893.79,11,False
590,201,2025-04-21 19:15:00,Transfer,1505.4,58880.71,2,False
591,131,2025-02-11 08:14:00,Purchase,815.76,87.86,9,False
592,124,2026-08-16 17:31:00,Deposit,3078.79,18129.79,1,False
593,66,2026-02-16 22:26:00,Transfer,222.14,68468.07,6,False
594,53,2025-06-24 23:47:00,Transfer,81.3,32835.92,3,False
595,207,2025-03-01 08:02:00,Deposit,3336.13,81541.91,3,False
596,31,2026-05-01 13:16:00,Purchase,1999.46,40879.57,5,False
597,59,2025-11-05 06:16:00,Transfer,2594.8,8715.2,8,False
598,132,2025-07-23 22:41:00,Purchase,499.68,8113.69,11,False
599,93,2026-08-22 01:06:00,Withdrawal,1312.93,25848.23,8,False
600,205,2026-02-04 12:07:00,Deposit,507.98,73312.2,6,False
601,205,2026-08-04 20:04:00,Transfer,589.03,73082.46,9,False
602,123,2026-07-11 05:46:00,Deposit,603.49,87415.46,12,False
603,26,2026-01-11 15:06:00,Transfer,1214.64,49502.12,2,False
604,134,2026-04-03 07:56:00,Purchase,738.68,4541.31,7,False
605,203,2026-01-02 16:30:00,Transfer,17.14,41071.09,7,False
606,24,2025-12-18 19:27:00,Deposit,147.13,53429.83,8,False
607,195,2026-01-07 21:28:00,Deposit,44.72,9296.37,8,False
608,251,2026-04-13 09:02:00,Transfer,149.54,78322.18,3,False
609,6,2025-07-05 02:37:00,Withdrawal,1689.23,77143.31,11,False
610,185,2025-05-27 04:16:00,Withdrawal,536.06,43975.98,4,False
611,269,2025-08-13 06:07:00,Transfer,86.37,17146.92,11,False
612,85,2026-03-11 00:16:00,Purchase,5696.89,65091.64,9,False
613,90,2025-05-07 03:52:00,Transfer,1094.59,75924.4,2,False
614,93,2026-07-15 14:27:00,Deposit,233.58,25847.31,7,False
615,201,2025-06-04 07:42:00,Transfer,135.12,58158.49,1,False
616,243,2025-09-04 06:10:00,Withdrawal,1102.41,48774.88,5,False
617,163,2025-03-18 01:27:00,Withdrawal,529.24,45059.59,1,False
618,42,2025-07-08 07:53:00,Transfer,1299.59,55419.67,2,False
619,34,2026-04-13 22:40:00,Transfer,897.78,29902.61,2,False
620,98,2026-07-31 11:27:00,Withdrawal,1140.43,56226.56,4,False
621,97,2025-09-03 08:46:00,Transfer,903.29,46282.54,10,False
622,55,2026-04-27 00:08:00,Deposit,316.2,26929.18,9,False
623,102,2026-03-09 07:14:00,Transfer,535.14,59587.64,11,False
624,163,2026-01-21 02:32:00,Deposit,125.74,44534.73,7,False
625,212,2026-02-16 08:34:00,Withdrawal,470.67,63803.73,11,False
626,80,2025-08-30 03:58:00,Deposit,310.65,3606.94,2,False
627,76,2025-12-31 11:25:00,Purchase,1174.32,23403.46,8,False
628,150,2025-08-17 08:23:00,Purchase,805.68,41196.19,5,False
629,207,2025-12-12 08:20:00,Transfer,2435.41,85475.15,4,False
630,21,2026-04-21 08:26:00,Deposit,688.79,46325.88,9,False
631,186,2025-07-20 16:50:00,Deposit,567.97,72275.27,5,False
632,163,2026-05-20 07:53:00,Deposit,54.46,44618.08,3,False
633,133,2026-05-26 10:44:00,Deposit,266.39,29361.67,7,False
634,73,2025-03-23 17:40:00,Deposit,244.59,68065.47,9,False
635,190,2025-08-02 19:35:00,Transfer,120.58,13712.25,6,False
636,111,2026-03-30 22:17:00,Withdrawal,1856.43,74436.39,6,False
637,176,2025-05-01 00:08:00,Transfer,464.66,39415.14,10,False
638,218,2025-12-25 10:51:00,Purchase,1595.28,90018.63,12,False
639,20,2025-06-27 23:54:00,Purchase,299.5,68350.13,7,False
640,119,2025-08-29 01:24:00,Deposit,746.32,94976.95,7,False
641,163,2026-01-05 09:56:00,Deposit,310.71,44497.43,6,False
642,236,2026-06-21 11:14:00,Deposit,106.66,76344.23,9,False
643,79,2026-03-04 20:48:00,Purchase,517.04,11908.82,8,False
644,263,2025-01-11 19:39:00,Transfer,2432.99,72805.06,5,False
645,242,2026-04-10 00:34:00,Deposit,525.3,46031.75,11,False
646,28,2025-03-23 23:04:00,Purchase,863.99,34853.21,4,False
647,26,2025-10-23 05:33:00,Deposit,1969.16,49141.26,4,False
648,238,2025-11-27 19:47:00,Purchase,276.82,36243.17,12,False
649,19,2025-03-03 03:23:00,Transfer,138.8,3041.69,2,False
650,214,2026-01-20 02:25:00,Withdrawal,2808.04,48385.35,5,False
651,108,2026-04-19 03:22:00,Withdrawal,340.79,25193.75,3,False
652,255,2025-03-03 13:04:00,Transfer,364.92,99965.74,11,False
653,112,2025-04-18 21:32:00,Withdrawal,1788.21,72994.91,10,False
654,251,2026-05-29 03:06:00,Withdrawal,63.93,78208.87,2,False
655,31,2026-08-07 00:12:00,Withdrawal,677.52,41515.93,1,False
656,186,2026-04-16 03:33:00,Withdrawal,3728.48,71394.92,8,False
657,251,2025-09-15 05:31:00,Transfer,158.49,78194.26,8,False
658,203,2026-07-29 20:12:00,Withdrawal,119.1,40969.61,8,False
659,232,2025-08-03 02:01:00,Withdrawal,1529.45,74657.77,11,False
660,133,2025-04-01 00:55:00,Deposit,613.65,28994.14,8,False
661,193,2025-06-13 05:26:00,Deposit,4652.42,86927.04,7,False
662,19,2026-05-31 11:40:00,Withdrawal,1518.77,3614.62,2,False
663,219,2025-04-20 04:34:00,Transfer,533.25,71808.77,7,False
664,268,2026-06-16 23:57:00,Deposit,255.14,42457.1,3,False
665,152,2025-10-22 08:42:00,Withdrawal,964.36,4555.16,4,False
666,44,2025-09-07 10:59:00,Transfer,572.51,8681.08,5,False
667,105,2025-06-21 17:48:00,Deposit,470.78,7040.68,12,False
668,261,2026-07-01 16:22:00,Purchase,257.1,32623.82,9,False
669,215,2025-06-15 06:22:00,Transfer,1524.29,98680.17,2,False
670,103,2026-04-02 14:21:00,Withdrawal,156.81,74836.7,6,False
671,35,2025-11-06 15:15:00,Transfer,958.01,61426.92,11,False
672,224,2025-12-28 10:47:00,Purchase,1335.29,30624.38,2,False
673,192,2026-03-18 05:26:00,Purchase,975.63,88562.68,8,False
674,114,2026-06-09 14:59:00,Transfer,56.32,43168.83,10,False
675,131,2026-02-04 14:18:00,Transfer,481.6,1090.51,1,False
676,129,2026-06-29 09:09:00,Transfer,217.22,57336.14,3,False
677,44,2026-05-18 10:34:00,Transfer,1245.11,7909.14,5,False
678,236,2026-05-23 11:12:00,Purchase,40.49,76426.0,9,False
679,197,2025-12-08 01:57:00,Deposit,1067.4,39141.43,2,False
680,254,2025-08-08 06:31:00,Deposit,2464.96,18830.76,6,False
681,144,2025-03-05 00:50:00,Deposit,565.64,97293.59,2,False
682,186,2025-08-03 07:20:00,Withdrawal,2496.13,73738.37,12,False
683,127,2026-04-17 16:17:00,Transfer,4644.72,70812.47,5,False
684,167,2025-06-11 14:53:00,Deposit,10791.69,40781.94,1,True
685,259,2025-08-08 19:12:00,Purchase,1132.55,18131.09,9,False
686,116,2025-12-18 07:59:00,Withdrawal,10.59,45999.6,11,False
687,81,2025-06-23 08:14:00,Withdrawal,1537.23,99685.76,10,False
688,62,2025-12-09 17:28:00,Transfer,729.29,94939.82,5,False
689,267,2026-02-03 22:21:00,Withdrawal,1029.39,53249.62,9,False
690,241,2026-03-12 13:35:00,Deposit,356.72,81904.58,7,False
691,21,2025-02-06 13:35:00,Deposit,220.77,46364.97,2,False
692,102,2025-10-28 06:50:00,Withdrawal,987.83,59351.72,11,False
693,250,2025-06-19 13:45:00,Purchase,2148.14,89806.65,12,False
694,45,2025-07-09 07:50:00,Transfer,802.67,58267.02,5,False
695,120,2025-04-04 07:49:00,Transfer,830.49,45146.75,5,False
696,97,2026-05-21 00:37:00,Transfer,1676.71,47673.35,5,False
697,58,2026-08-21 18:22:00,Transfer,85.32,40232.65,5,False
698,92,2026-01-04 01:50:00,Deposit,133.34,27127.96,9,False
699,82,2025-03-27 19:14:00,Purchase,36.44,56215.66,12,False
700,205,2026-03-26 17:51:00,Deposit,91.89,73523.61,7,False
701,39,2025-01-18 03:30:00,Purchase,21.71,82082.71,4,False
702,120,2025-07-18 02:20:00,Deposit,2666.65,47563.5,6,False
703,5,2025-02-10 02:00:00,Purchase,655.02,42297.8,4,False
704,145,2026-06-29 00:17:00,Withdrawal,266.3,75865.0,9,False
705,128,2025-02-10 08:03:00,Purchase,508.36,75764.58,4,False
706,208,2025-10-08 02:15:00,Deposit,2296.27,54681.97,9,False
707,193,2025-11-06 02:10:00,Deposit,1114.18,91987.2,12,False
708,9,2025-05-16 18:27:00,Transfer,589.04,4241.38,1,False
709,156,2025-08-01 11:45:00,Purchase,1106.32,70002.18,7,False
710,98,2025-07-02 03:58:00,Purchase,281.93,56348.03,5,False
711,36,2026-06-19 07:48:00,Purchase,513.37,12753.78,2,False
712,57,2025-12-18 14:53:00,Withdrawal,737.14,29873.35,12,False
713,4,2026-04-25 13:43:00,Withdrawal,494.73,14710.68,6,False
714,85,2025-10-19 02:35:00,Deposit,329.68,61324.42,2,False
715,183,2025-01-19 21:39:00,Withdrawal,1137.5,21682.23,5,False
716,206,2026-05-23 07:17:00,Transfer,1749.94,18043.03,8,False
717,260,2025-06-29 10:05:00,Deposit,126.58,14602.77,9,False
718,31,2026-02-12 13:38:00,Transfer,1818.38,41897.94,1,False
719,59,2025-09-24 20:18:00,Withdrawal,727.48,7067.92,9,False
720,45,2025-08-13 12:46:00,Purchase,597.53,57185.72,8,False
721,20,2025-12-11 15:09:00,Transfer,64.24,68469.89,3,False
722,78,2025-05-21 08:38:00,Purchase,179.91,9682.15,3,False
723,267,2025-10-29 13:06:00,Deposit,808.4,53367.94,10,False
724,256,2025-12-03 16:49:00,Transfer,1907.07,20973.78,7,False
725,36,2026-07-19 09:08:00,Transfer,256.42,13074.8,10,False
726,171,2025-11-20 02:04:00,Deposit,2575.51,47828.16,4,False
727,43,2026-02-25 16:55:00,Transfer,132.84,70459.93,12,False
728,28,2025-05-07 15:09:00,Transfer,1506.65,36709.89,2,False
729,133,2025-09-06 16:25:00,Deposit,661.14,29114.1,4,False
730,231,2025-09-17 14:58:00,Purchase,728.05,82849.46,6,False
731,81,2025-02-15 15:51:00,Deposit,538.48,98618.72,10,False
732,105,2026-02-06 06:22:00,Deposit,1085.5,7454.81,8,False
733,100,2026-07-24 08:07:00,Transfer,233.36,68611.35,11,False
734,195,2026-07-19 10:36:00,Purchase,1156.23,9755.13,8,False
735,200,2025-07-05 11:26:00,Purchase,563.9,72605.1,9,False
736,19,2025-12-11 23:04:00,Withdrawal,342.84,2911.51,1,False
737,89,2025-01-25 02:09:00,Deposit,1331.01,2168.35,4,False
738,174,2026-07-09 05:22:00,Transfer,175.07,96981.55,12,False
739,19,2025-07-05 06:26:00,Purchase,87.52,3104.44,3,False
740,124,2025-03-07 17:29:00,Purchase,2516.6,18179.0,3,False
741,102,2025-09-04 20:51:00,Deposit,304.77,59971.02,9,False
742,18,2025-06-10 19:06:00,Transfer,453.85,52520.11,8,False
743,156,2025-02-11 05:43:00,Transfer,780.95,68824.93,8,False
744,245,2025-02-18 12:25:00,Purchase,1236.8,49255.29,3,False
745,191,2026-02-13 05:50:00,Deposit,1480.81,19011.3,11,False
746,130,2025-08-19 06:52:00,Purchase,1080.52,60704.42,4,False
747,218,2025-06-01 11:00:00,Purchase,272.1,89621.75,6,False
748,239,2026-03-04 23:49:00,Transfer,646.74,8006.16,11,False
749,128,2025-03-15 08:54:00,Transfer,703.39,74995.98,8,False
750,210,2025-12-11 05:53:00,Withdrawal,503.79,46419.34,6,False
751,7,2025-03-28 23:55:00,Withdrawal,2661.06,90959.29,12,False
752,98,2025-01-01 05:48:00,Deposit,35.06,56171.81,2,False
753,81,2025-03-02 23:24:00,Transfer,4137.55,98909.44,1,False
754,30,2025-12-23 11:21:00,Purchase,223.25,72448.15,12,False
755,163,2025-03-14 23:49:00,Withdrawal,1413.72,45404.18,7,False
756,192,2026-05-13 00:18:00,Withdrawal,596.99,89011.48,10,False
757,195,2025-04-01 08:15:00,Deposit,842.0,9047.83,6,False
758,173,2025-04-22 03:00:00,Purchase,1396.09,92448.63,10,False
759,40,2026-04-22 09:41:00,Transfer,3210.49,74044.34,12,False
760,206,2026-08-03 10:23:00,Transfer,549.49,16676.77,2,False
761,239,2025-01-31 05:17:00,Deposit,2476.22,8310.08,3,False
762,203,2025-02-09 02:19:00,Purchase,102.07,40995.31,3,False
763,12,2025-12-23 02:56:00,Withdrawal,861.95,69515.61,12,False
764,97,2025-10-19 07:13:00,Purchase,512.34,46784.63,5,False
765,40,2025-10-04 18:48:00,Deposit,74.12,75631.71,1,False
766,268,2025-11-08 17:41:00,Transfer,755.73,42073.88,5,False
767,84,2025-08-07 13:58:00,Purchase,31.01,82164.93,2,False
768,61,2026-01-10 13:46:00,Withdrawal,1665.58,79470.64,11,False
769,88,2025-01-30 07:16:00,Transfer,2167.28,44019.3,9,False
770,240,2026-05-09 10:27:00,Deposit,34.63,41011.87,1,False
771,58,2026-02-16 12:19:00,Purchase,768.57,40857.14,8,False
772,192,2026-03-04 14:53:00,Withdrawal,551.41,88268.7,4,False
773,231,2025-02-14 14:27:00,Withdrawal,204.58,82064.5,6,False
774,138,2025-06-12 02:57:00,Transfer,159.72,43296.75,2,False
775,61,2026-05-10 11:17:00,Purchase,148.29,79162.15,6,False
776,112,2025-05-31 22:17:00,Withdrawal,1101.3,74849.09,5,False
777,261,2025-11-21 10:17:00,Transfer,457.66,32864.98,8,False
